GeneID	Annotation	Class
Tb927.9.13540	hypothetical protein, conserved	ZUnknown
Tb927.9.13570	hypothetical protein, conserved	ZUnknown
Tb927.9.1360	hypothetical protein, conserved	ZUnknown
Tb927.9.13620	hypothetical protein, conserved	ZUnknown
Tb927.9.13630	hypothetical protein, conserved	ZUnknown
Tb927.9.13770	proteasome complex subunit Rpn13 ubiquitin receptor, putative	ZUnknown
Tb927.9.1390	CSL zinc finger, putative	ZUnknown
Tb927.9.14030	hypothetical protein, conserved	ZUnknown
Tb927.9.1410	hypothetical protein, conserved	ZUnknown
Tb927.9.14100	hypothetical protein, conserved	ZUnknown
Tb927.9.14130	hypothetical protein, conserved	ZUnknown
Tb927.9.14140	hypothetical protein, conserved	ZUnknown
Tb927.9.14170	hypothetical protein, conserved	ZUnknown
Tb927.9.14190	hypothetical protein, conserved	ZUnknown
Tb927.9.1420	hypothetical protein, conserved	ZUnknown
Tb927.9.14230	hypothetical protein, conserved	ZUnknown
Tb927.9.14260	hypothetical protein, conserved	ZUnknown
Tb927.9.14280	hypothetical protein, conserved	ZUnknown
Tb927.9.14290	CIF2	Cytoskeleton
Tb927.9.14300	hypothetical protein, conserved	ZUnknown
Tb927.9.1440	Paraquat-inducible protein A, putative	ZUnknown
Tb927.9.1470	hypothetical protein, conserved	ZUnknown
Tb927.9.15000	proteasome complex subunit Rpn13 ubiquitin receptor, putative	ZUnknown
Tb927.9.15020	hypothetical protein, conserved	ZUnknown
Tb927.9.15040	DTW domain containing protein, putative	ZUnknown
Tb927.9.15070	hypothetical protein, conserved	ZUnknown
Tb927.9.15080	hypothetical protein, conserved	ZUnknown
Tb927.9.1510	D-ala D-ala ligase C-terminus/SET domain containing protein, putative	ZUnknown
Tb927.9.15230	hypothetical protein, conserved	ZUnknown
Tb927.9.15240	ATP11 protein, putative	ZUnknown
Tb927.9.15260	ubx domain containing protein, putative	ZUnknown
Tb927.9.15290	CHAT domain containing protein, putative	ZUnknown
Tb927.9.1530	hypothetical protein, conserved	ZUnknown
Tb927.9.15330	U3 small nucleolar RNA-associated protein 6, putative	ZUnknown
Tb927.9.15350	hypothetical protein, conserved	ZUnknown
Tb927.9.15450	Domain of unknown function (DUF4205), putative	ZUnknown
Tb927.9.1560	hypothetical protein, conserved, DNAj domain	Chaperone
Tb927.9.15720	hypothetical protein, conserved	ZUnknown
Tb927.9.1640	hypothetical protein, conserved	ZUnknown
Tb927.9.1650	hypothetical protein, conserved	ZUnknown
Tb927.9.1660	hypothetical protein, conserved	ZUnknown
Tb927.9.1700	btb/poz domain containing protein, putative	ZUnknown
Tb927.9.1710	hypothetical protein, conserved	ZUnknown
Tb927.9.1730	Primase zinc finger/Mcm10 replication factor, putative	ZUnknown
Tb927.9.17670	hypothetical protein, conserved	ZUnknown
Tb927.9.1770	Zn-finger in Ran binding protein and others/SPRY domain/HECT-domain (ubiquitin-transferase), putative	Zinc.finger
Tb927.9.1790	hypothetical protein, conserved	ZUnknown
Tb927.9.1880	WD domain, G-beta repeat, putative	ZUnknown
Tb927.9.1910	hypothetical protein, conserved	ZUnknown
Tb927.9.1920	hypothetical protein, conserved	ZUnknown
Tb927.9.1940	hypothetical protein, conserved	ZUnknown
Tb927.9.1980	hypothetical protein, conserved	ZUnknown
Tb927.9.2030	AAA ATPase domain containing protein, putative	ZUnknown
Tb927.9.2060	ADP-ribosylation factor family, putative	ZUnknown
Tb927.9.2070	hypothetical protein, conserved	ZUnknown
Tb927.9.2100	hypothetical protein, conserved	ZUnknown
Tb927.9.2110	hypothetical protein, conserved	ZUnknown
Tb927.9.2130	hypothetical protein, conserved	ZUnknown
Tb927.9.2250	hypothetical protein, conserved	ZUnknown
Tb927.9.2260	PQ loop repeat, putative	ZUnknown
Tb927.9.2280	hypothetical protein, conserved	ZUnknown
Tb927.9.2310	hypothetical protein, conserved	ZUnknown
Tb927.9.2390	hypothetical protein, conserved	ZUnknown
Tb927.9.2400	hypothetical protein, conserved	ZUnknown
Tb927.9.2420	hypothetical protein, conserved	ZUnknown
Tb927.9.2550	Domain of unknown function (DUF4457), putative	ZUnknown
Tb927.9.2560	TLC domain containing protein, putative	ZUnknown
Tb927.9.2590	hypothetical protein, conserved	ZUnknown
Tb927.9.2600	hypothetical protein, conserved	ZUnknown
Tb927.9.2620	Domain of unknown function (DUF4460), putative	ZUnknown
Tb927.9.2630	hypothetical protein, conserved	ZUnknown
Tb927.9.2700	hypothetical protein, conserved	ZUnknown
Tb927.9.2730	hypothetical protein, conserved	ZUnknown
Tb927.9.2760	EB1-like C-terminal motif containing protein, putative	ZUnknown
Tb927.9.2780	hypothetical protein, conserved	ZUnknown
Tb927.9.2800	hypothetical protein, conserved	ZUnknown
Tb927.9.2900	hypothetical protein, conserved	ZUnknown
Tb927.9.2910	histone acetyltransferase subunit NuA4, putative	ZUnknown
Tb927.9.2940	hypothetical protein, conserved	ZUnknown
Tb927.9.2980	hypothetical protein, conserved	ZUnknown
Tb927.9.3010	hypothetical protein, conserved	ZUnknown
Tb927.9.3030	hypothetical protein, conserved	ZUnknown
Tb927.9.3080	hypothetical protein, conserved	ZUnknown
Tb927.9.3100	hypothetical protein, conserved	ZUnknown
Tb927.9.3130	hypothetical protein, conserved	ZUnknown
Tb927.9.3290	4F5 protein family, putative	ZUnknown
Tb927.9.3340	hypothetical protein, conserved	ZUnknown
Tb927.9.3390	Calmodulin-binding, putative	ZUnknown
Tb927.9.3490	hypothetical protein, conserved	ZUnknown
Tb927.9.3550	hypothetical protein, conserved	ZUnknown
Tb927.9.3560	hypothetical protein, conserved	ZUnknown
Tb927.9.3620	hypothetical protein, conserved	ZUnknown
Tb927.9.3630	BSD domain containing protein, putative	ZUnknown
Tb927.9.3680	hypothetical protein, conserved	ZUnknown
Tb927.9.3750	hypothetical protein, conserved	ZUnknown
Tb927.9.3770	hypothetical protein, conserved	ZUnknown
Tb927.9.3840	hypothetical protein, conserved	ZUnknown
Tb927.9.3850	Protein of unknown function (DUF788), putative	ZUnknown
Tb927.9.3860	Dyggve-Melchior-Clausen syndrome protein, putative	ZUnknown
Tb927.9.3870	hypothetical protein, conserved	ZUnknown
Tb927.9.3930	hypothetical protein, conserved	ZUnknown
Tb927.9.4130	hypothetical protein, conserved	ZUnknown
Tb927.9.4250	hypothetical protein, conserved	ZUnknown
Tb927.9.4290	hypothetical protein, conserved	ZUnknown
Tb927.9.4350	hypothetical protein, conserved	ZUnknown
Tb927.9.4420	hypothetical protein, conserved	ZUnknown
Tb927.9.4440	hypothetical protein, conserved	ZUnknown
Tb927.9.4530	hypothetical protein, conserved	ZUnknown
Tb927.9.4550	hypothetical protein, conserved	ZUnknown
Tb927.9.4570	hypothetical protein, conserved	ZUnknown
Tb927.9.4630	hypothetical protein, conserved	ZUnknown
Tb927.9.4660	hypothetical protein, conserved	ZUnknown
Tb927.9.4760	Protein of unknown function (DUF3128), putative	ZUnknown
Tb927.9.4810	hypothetical protein, conserved	ZUnknown
Tb927.9.4920	hypothetical protein, conserved	ZUnknown
Tb927.9.4990	hypothetical protein, conserved	ZUnknown
Tb927.9.5000	hypothetical protein, conserved	ZUnknown
Tb927.9.5020	HMG-box domain containing protein, putative	ZUnknown
Tb927.9.5220	conserved protein	ZUnknown
Tb927.9.5330	Putative papain-like cysteine peptidase (DUF1796), putative	ZUnknown
Tb927.9.5370	2OG-Fe(II) oxygenase superfamily, putative	ZUnknown
Tb927.9.5390	hypothetical protein, conserved	ZUnknown
Tb927.9.5410	hypothetical protein, conserved	ZUnknown
Tb927.9.5620	hypothetical protein, conserved	ZUnknown
Tb927.9.5700	hypothetical protein, conserved	ZUnknown
Tb927.9.5800	hypothetical protein, conserved	ZUnknown
Tb927.9.6010	DNA repair protein Rad9, putative (Rad9)	ZUnknown
Tb927.9.6110	hypothetical protein, conserved	ZUnknown
Tb927.9.6160	hypothetical protein, conserved	ZUnknown
Tb927.9.6270	hypothetical protein, conserved	ZUnknown
Tb927.9.6320	hypothetical protein, conserved	ZUnknown
Tb927.9.6390	hypothetical protein, conserved	ZUnknown
Tb927.9.6410	hypothetical protein, conserved	ZUnknown
Tb927.9.6420	hypothetical protein, conserved	ZUnknown
Tb927.9.6440	dolichol phosphate-mannose biosynthesis regulatory protein (DPM2), putative	ZUnknown
Tb927.9.6460	hypothetical protein, conserved	ZUnknown
Tb927.9.6470	hypothetical protein, conserved	ZUnknown
Tb927.9.6570	hypothetical protein, conserved	ZUnknown
Tb927.9.6580	hypothetical protein, conserved	ZUnknown
Tb927.9.6660	hypothetical protein, conserved	ZUnknown
Tb927.9.6670	hypothetical protein, conserved	ZUnknown
Tb927.9.6720	Putative methyltransferase, putative	ZUnknown
Tb927.9.6730	hypothetical protein, conserved	ZUnknown
Tb927.9.6760	hypothetical protein, conserved	ZUnknown
Tb927.9.6890	hypothetical protein, conserved	ZUnknown
Tb927.9.6920	hypothetical protein, conserved	ZUnknown
Tb927.9.6960	hypothetical protein, conserved	ZUnknown
Tb927.9.7000	methyltransferase domain containing protein, putative	ZUnknown
Tb927.9.7030	hypothetical protein, conserved	ZUnknown
Tb927.9.7040	hypothetical protein, conserved	ZUnknown
Tb927.9.7060	hypothetical protein, conserved	ZUnknown
Tb927.9.7080	hypothetical protein, conserved	ZUnknown
Tb927.9.7090	hypothetical protein, conserved	ZUnknown
Tb927.9.7100	hypothetical protein, conserved	ZUnknown
Tb927.9.7160	hypothetical protein, conserved	ZUnknown
Tb927.9.7200	hypothetical protein, conserved	ZUnknown
Tb927.9.7250	hypothetical protein, conserved	ZUnknown
Tb927.9.7260	phytanoyl-CoA dioxygenase (PhyH), putative	ZUnknown
Tb927.9.7480	hypothetical protein, conserved	ZUnknown
Tb927.9.7520	hypothetical protein, conserved	ZUnknown
Tb927.9.7580	hypothetical protein, conserved	ZUnknown
Tb927.9.7710	hypothetical protein, conserved	ZUnknown
Tb927.9.7760	DENN (AEX-3) domain containing protein, putative	ZUnknown
Tb927.9.7800	hypothetical protein, conserved	ZUnknown
Tb927.9.7810	hypothetical protein, conserved	ZUnknown
Tb927.9.7820	hypothetical protein, conserved	ZUnknown
Tb927.9.7860	hypothetical protein, conserved	ZUnknown
Tb927.9.7880	hypothetical protein, conserved	ZUnknown
Tb927.9.7910	hypothetical protein, conserved	ZUnknown
Tb927.9.8030	hypothetical protein, conserved	ZUnknown
Tb927.9.8040	hypothetical protein, conserved	ZUnknown
Tb927.9.8050	Protein of unknown function (DUF974), putative	ZUnknown
Tb927.9.8190	hypothetical protein, conserved	ZUnknown
Tb927.9.8370	hypothetical protein, conserved	ZUnknown
Tb927.9.8380	hypothetical protein, conserved	ZUnknown
Tb927.9.8490	hypothetical protein, conserved	ZUnknown
Tb927.9.8510	hypothetical protein, conserved	ZUnknown
Tb927.9.8520	hypothetical protein, conserved	ZUnknown
Tb927.9.8550	Domain of unknown function (DUF947), putative	ZUnknown
Tb927.9.8570	COPI associated protein, putative	ZUnknown
Tb927.9.8580	hypothetical protein, conserved	ZUnknown
Tb927.9.8610	Transcriptional repressor TCF25, putative	ZUnknown
Tb927.9.8650	hypothetical protein, conserved	ZUnknown
Tb927.9.8670	hypothetical protein, conserved	ZUnknown
Tb927.9.8700	hypothetical protein, conserved	ZUnknown
Tb927.9.8710	hypothetical protein, conserved	ZUnknown
Tb927.9.8810	hypothetical protein, conserved	ZUnknown
Tb927.9.8990	Ankyrin repeats (3 copies), putative	ZUnknown
Tb927.9.9010	SAC3/GANP/Nin1/mts3/eIF-3 p25 family, putative	ZUnknown
Tb927.9.9030	hypothetical protein, conserved	ZUnknown
Tb927.9.9090	WD domain, G-beta repeat, putative	ZUnknown
Tb927.9.9100	hypothetical protein, conserved	ZUnknown
Tb927.9.9140	hypothetical protein, conserved	ZUnknown
Tb927.9.9160	hypothetical protein, conserved	ZUnknown
Tb927.9.9180	hypothetical protein, conserved	ZUnknown
Tb927.9.9190	hypothetical protein, conserved	ZUnknown
Tb927.9.9220	hypothetical protein, conserved	ZUnknown
Tb927.9.9230	hypothetical protein, conserved	ZUnknown
Tb927.9.9260	hypothetical protein, conserved	ZUnknown
Tb927.9.9270	hypothetical protein, conserved	ZUnknown
Tb927.9.9280	hypothetical protein, conserved	ZUnknown
Tb927.9.9300	hypothetical protein, conserved	ZUnknown
Tb927.9.9420	hypothetical protein, conserved	ZUnknown
Tb927.9.9430	hypothetical protein, conserved	ZUnknown
Tb927.9.9610	hypothetical protein, conserved	ZUnknown
Tb927.9.9630	TPR repeat/Tetratricopeptide repeat, putative	ZUnknown
Tb927.9.9690	hypothetical protein, conserved	ZUnknown
Tb927.9.9700	hypothetical protein, conserved	ZUnknown
Tb927.9.9710	Histidine phosphatase superfamily (branch 1), putative	ZUnknown
Tb927.9.9720	glucosidase II beta subunit-like protein, putative	ZUnknown
Tb927.9.9810	hypothetical protein, conserved	ZUnknown
Tb927.9.9950	hypothetical protein, conserved	ZUnknown
Tb927.1.110	hypothetical protein, conserved	ZUnknown
Tb927.8.6480	folate-binding protein YgfZ, putative	ZUnknown
Tb927.7.1630	hypothetical protein, conserved	ZUnknown
Tb06.3A7.270	hypothetical protein, conserved	ZUnknown
Tb927.11.7680	hypothetical protein, conserved	ZUnknown
Tb927.11.12870	hypothetical protein, conserved	ZUnknown
Tb927.7.7290	COG4 transport protein, putative	ZUnknown
Tb927.8.6640	Male sterility protein, putative	ZUnknown
Tb927.8.7750	hypothetical protein, conserved	ZUnknown
Tb927.4.4400	hypothetical protein, conserved	ZUnknown
Tb927.3.1900	hypothetical protein, conserved	ZUnknown
Tb927.10.15680	hypothetical protein, conserved	ZUnknown
Tb927.10.12590	hypothetical protein, conserved	ZUnknown
Tb927.9.4050	Ring finger domain/Zn-finger in ubiquitin-hydrolases and other protein, putative	ZUnknown
Tb927.7.6550	hypothetical protein, conserved	ZUnknown
Tb927.7.6570	Enriched in surface-labeled proteome protein 17 (ESP17)	ZUnknown
Tb927.7.4270	hypothetical protein, conserved	ZUnknown
Tb927.11.11790	R3H domain containing protein, putative	ZUnknown
Tb927.4.4520	hypothetical protein, conserved, , polyP and Q  in middle	ZUnknown
Tb927.11.2140	cyclic nucleotide-binding domain containing protein, putative	ZUnknown
Tb927.11.13460	hypothetical protein, conserved, 2 Kelch domains, possible galactose oxidase	ZUnknown
Tb927.9.9640	hypothetical protein, conserved, 2 prefoldin domains, resemblance to myosin	ZUnknown
Tb927.11.15360	hypothetical protein, conserved, 3TM domains	ZUnknown
Tb927.10.10050	hypothetical protein, conserved, 8 TM domains	ZUnknown
Tb927.1.4280	hypothetical protein, conserved, African tryp specific, PTZ (tail-specific protease) domain	ZUnknown
Tb927.10.11630	PSP1 C-terminal conserved region, putative	ZUnknown
Tb927.10.12860	pre-RNA processing PIH1/Nop17, putative	ZUnknown
Tb927.10.15730	SPRY domain/Ankyrin repeats (3 copies), putative	ZUnknown
Tb927.4.3400	hypothetical protein, conserved, ARM repeat	ZUnknown
Tb927.11.6070	hypothetical protein, conserved, ARM repeat superfamily	ZUnknown
Tb927.11.6420	hypothetical protein, conserved, ARM repeats	ZUnknown
Tb927.5.2330	hypothetical protein, conserved, armadillo repeat, weak PI3/4 kinase domain	ZUnknown
Tb927.1.1670	ARM-like helical domain-containing protein	ZUnknown
Tb927.10.14320	FAZ9 flagellar attachment zone protein	Cytoskeleton
Tb927.4.3150	hypothetical protein, conserved, ATPase domain of HSP90, DNA TopoII	ZUnknown
Tb927.9.12890	hypothetical protein, conserved, Atrophin-1 domain	ZUnknown
Tb927.9.7110	GRAM domain containing protein, putative	ZUnknown
Tb927.11.6440	hypothetical protein, conserved, Bromodomain and poly(Q), often in TAP MS, low similarity to coiled-coil proteins and hook proteins (cytoskeletal linkers)	ZUnknown
Tb927.11.13400	Bromodomain protein BDFx	Chromatin
Tb927.3.5760	hypothetical protein, conserved, brucei-evansi specific, SET domain	ZUnknown
Tb927.4.640	GRIP domain containing protein, putative	ZUnknown
Tb927.11.11020	hypothetical protein, conserved, clathrin-like region, RING finger.	ZUnknown
Tb927.8.7820	hypothetical protein, conserved, Cold-shock DNA-binding domain.	ZUnknown
Tb927.8.7760	hypothetical protein, conserved, collagen-binding domain, quite serine-rich	ZUnknown
Tb927.8.6360	SPRY domain containing protein, putative	ZUnknown
Tb927.8.1500	hypothetical protein, conserved, copurifies with MKT1	ZUnknown
Tb927.11.3970	hypothetical protein, conserved, copurifies with U2AF35, CCCH zinc finger PS50103, resembles PAT1 E=0.033	ZUnknown
Tb927.6.2210	hypothetical protein, conserved, copurifies with ZC3H32 and 4E-IP	ZUnknown
Tb927.10.9090	Cullin binding, putative	ZUnknown
Tb927.4.480	Cullin binding, putative	ZUnknown
Tb927.10.5910	hypothetical protein, conserved, DNA/RNA polymerase type	ZUnknown
Tb927.3.1620	ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative	ZUnknown
Tb927.7.6410	hypothetical protein, conserved, dsRNA binding domain	ZUnknown
Tb927.10.2610	Domain of unknown function (DUF1935), putative	ZUnknown
Tb927.10.3300	Domain of unknown function (DUF4206), putative	ZUnknown
Tb927.9.2120	hypothetical protein, conserved, E-7 to a helicobacter recombinase	ZUnknown
Tb927.9.3670	Endonuclease/Exonuclease/phosphatase family, putative	ZUnknown
Tb927.7.4300	F-box domain containing protein, putative	ZUnknown
Tb927.4.3000	hypothetical protein, conserved, F-box domains,P-loop Ntd triphosphate hydrolase	ZUnknown
Tb927.11.350	RNA-binding protein, putative	ZUnknown
Tb927.7.1060	hypothetical protein, conserved, FY-rich domain IPR003889	ZUnknown
Tb927.3.4400	hypothetical protein, conserved, Golgin-like, SMC domain (chromosome-segregatng ATPase), also matches yeast myosin-like	Cytoskeleton
Tb927.11.6290	HIT zinc finger, putative	ZUnknown
Tb927.11.2900	HIT zinc finger, putative	ZUnknown
Tb927.10.3010	bilobe protein, conserved	ZUnknown
Tb927.10.8820	bilobe protein, conserved	ZUnknown
Tb927.7.7000	bilobe protein, conserved	ZUnknown
Tb927.10.850	bilobe protein, conserved	ZUnknown
Tb927.4.3120	bilobe protein, conserved	ZUnknown
Tb927.11.3510	hypothetical protein, conserved, in MCM-BP-TAP	ZUnknown
Tb927.4.3340	hypothetical protein, conserved, in MCM-BP-TAP	ZUnknown
Tb927.10.3270	hypothetical protein, conserved, in plasma membrane and mito membrane proteomes	ZUnknown
Tb927.9.9370	PSP1 C-terminal conserved region, putative	ZUnknown
Tb927.11.2250	hypothetical protein, conserved, kineto-specific	ZUnknown
Tb927.5.3280	hypothetical protein, conserved, kineto-specific	ZUnknown
Tb927.6.3590	hypothetical protein, conserved, kineto-specific	ZUnknown
Tb927.8.5550	hypothetical protein, conserved, kineto-specific	ZUnknown
Tb927.9.10840	hypothetical protein, conserved, kineto-specific no domains	ZUnknown
Tb927.10.11140	hypothetical protein, conserved, kineto-specific, signal peptide	ZUnknown
Tb927.10.940	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.11.6540	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.3.3060	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.4.1730	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.4.3970	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.5.4090	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.7.3080	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.8.3820	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.9.2160	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown
Tb927.3.3260	hypothetical protein, conserved, kinetoplastid-specific, poly(E) repeats	ZUnknown
