GeneID	Annotation	Class	ORFlength
Tb927.7.6730	hypothetical protein, conserved	ZUnknown	2223
Tb927.7.6740	ATPase family associated with various cellular activities (AAA), putative	ZUnknown	2982
Tb927.7.6750	hypothetical protein, conserved	ZUnknown	2187
Tb927.7.6760	hypothetical protein, conserved	ZUnknown	3405
Tb927.7.6770	Acyl CoA binding protein, putative	ZUnknown	294
Tb927.7.6780	hypothetical protein	ZUnknown	555
Tb927.7.6790	hypothetical protein, conserved	ZUnknown	1614
Tb927.7.680	chaperone protein DNAj, putative	Chaperone	2325
Tb927.7.6800	Mitchondrial LSU ribosomal protein	Mito.translation	1137
Tb927.7.6810	EF-hand domain pair, putative	ZUnknown	2913
Tb927.7.6820	hypothetical protein, conserved	ZUnknown	1014
Tb927.7.6840	Centrosomal spindle body, CEP44, putative	ZUnknown	525
Tb927.7.6850	trans-sialidase (TbTS)	Membrane.protein	2316
Tb927.7.6890	S-adenosyl-methionine-dependent methyl transferase, putative	Enzyme	765
Tb927.7.690	zinc finger protein, putative	Zinc.finger	1467
Tb927.7.6900	REC8, a rad 21 homologue, double-strand-break repair protein, putative	DNA	1755
Tb927.7.6910	MORN repeat-containing protein	ZUnknown	2472
Tb927.7.6920	hypothetical protein, conserved	ZUnknown	1875
Tb927.7.6930	ATPase, putative	Mito.pathway	1473
Tb927.7.6940	glutaminyl cyclase, putative	Amino.acids	2244
Tb927.7.6950	hypothetical protein, conserved	ZUnknown	2463
Tb927.7.6960	ubiquitin-conjugating enzyme ,non-canonical, putative	Ubiquitin.proteasome	933
Tb927.7.6970	paraflagellar rod protein, putative	Cytoskeleton	2067
Tb927.7.6980	U2 splicing factor putative, SF3b(SAP)130 	RNA.processing	5505
Tb927.7.6990	cytochrome c oxidase complex	Mito.e.transport	903
Tb927.7.700	hypothetical protein, conserved	ZUnknown	2001
Tb927.7.7000	bilobe protein, conserved	ZUnknown	4791
Tb927.7.7010	Mitchondrial LSU ribosomal protein	Mito.translation	465
Tb927.7.7020	hypothetical protein	ZUnknown	555
Tb927.7.7030	zinc-finger of a C2HC-type, putative	Zinc.finger	1956
Tb927.7.7040	methylthioadenosine phosphorylase, putative (MTAP)	Amino.acids	930
Tb927.7.7050	hypothetical protein, conserved	ZUnknown	2898
Tb927.7.7060	Got1/Sft2-like family, putative	ZUnknown	501
Tb927.7.7070	MYND finger, putative	ZUnknown	1332
Tb927.7.7080	mitochondrial glycoprotein-like protein	Mito.pathway	1119
Tb927.7.7090	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	459
Tb927.7.710	heat shock 70 kDa protein, putative (HSP70.4)	Chaperone	1920
Tb927.7.7100	hypothetical protein	ZUnknown	3777
Tb927.7.7110	leucine-rich repeat protein (LRRP)	LRRP	1938
Tb927.7.7120	kinesin	Cytoskeleton	2433
Tb927.7.7130	TWY1 homologue, tRNA modification	Translation.tRNA	2508
Tb927.7.7140	Related to vacuolar sorting proteins, possibly involved in endosomal sorting. Top match for humanNP_057569, related to yeast vacuolar sorting protein VTA1 but not the best match.	Vesicular.transport	951
Tb927.7.7150	hypothetical protein, conserved	ZUnknown	1686
Tb927.7.7160	kinetoplastid-specific dual specificity phosphatase, putative	Phosphatase	2901
Tb927.7.7170	CYC2-like cyclin, putative (CYC4)	Cell.cycle	2175
Tb927.7.7190	hypothetical protein, conserved, trypanosome-specific	ZUnknown	3957
Tb927.7.720	conserved protein	ZUnknown	5214
Tb927.7.7200	hypothetical protein, conserved	ZUnknown	7188
Tb927.7.7210	POMP37	Mito.membrane	2091
Tb927.7.7220	hypothetical protein, conserved, no yeast or human match	ZUnknown	2739
Tb927.7.7230	nitroreductase (NTR)	Enzyme	963
Tb927.7.7240	leucine-rich repeat protein (LRRP)	LRRP	2154
Tb927.7.7250	Ankyrin repeats (3 copies), putative	ZUnknown	3954
Tb927.7.7260	kinesin, putative (TbKIF9B)	Cytoskeleton	3126
Tb927.7.7270	hypothetical protein, conserved	ZUnknown	2367
Tb927.7.7280	RNA binding protein, putative, SWAP domain	RNA.binding	1842
Tb927.7.7290	COG4 transport protein, putative	ZUnknown	3048
Tb927.7.730	hypothetical protein, conserved	ZUnknown	1827
Tb927.7.7300	ATP-dependent DEAD/H RNA helicase, putative, no clear yeast homologue	RNA.helicase	3051
Tb927.7.7310	hypothetical protein	ZUnknown	663
Tb927.7.7320	hypothetical protein, conserved	ZUnknown	2157
Tb927.7.7330	oxidoreductase, putative	Mito.pathway	1239
Tb927.7.7340	hypothetical protein, conserved	ZUnknown	1347
Tb927.7.7350	hypothetical protein	ZUnknown	207
Tb927.7.7360	cell division control protein 2 homolog 2,cdc2-related kinase (CRK2)	Cell.cycle	1038
Tb927.7.7370	hypothetical protein	ZUnknown	
Tb927.7.7380	LSm3	RNA.processing	246
Tb927.7.7390	hypothetical protein	ZUnknown	303
Tb927.7.740	chaperone protein DNAj, putative	Chaperone	1644
Tb927.7.7410	oxidoreductase, putative	Mito.pathway	1008
Tb927.7.7420	ATP synthase F1, alpha subunit (ATPF1A)	Ox.phosphorylation	1755
Tb927.7.7440	hypothetical protein, conserved	Mito.pathway	420
Tb927.7.7450	GTP-binding protein, putative	Enzyme	1806
Tb927.7.7460	hypothetical protein, conserved, no domains	ZUnknown	579
Tb927.7.7490	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger	837
Tb927.7.750	hypothetical protein, conserved	ZUnknown	2547
Tb927.7.7510	hypothetical protein	ZUnknown	699
Tb927.7.760	hypothetical protein, conserved	ZUnknown	1710
Tb927.7.770	Ring finger domain containing protein, putative	ZUnknown	1035
Tb927.7.780	RNA pseudouridylate synthase, putative	ZUnknown	1893
Tb927.7.790	hypothetical protein, conserved	ZUnknown	1608
Tb927.7.800	mitochondrial RNA binding complex 1 subunit (MRB800)	Mito.RNA	1632
Tb927.7.820	dynein arm light chain, axonemal, putative	Cytoskeleton	921
Tb927.7.830	telomerase-associated protein, putative	DNA	8421
Tb927.7.840	Mitochondrial ATP synthase subunit, putative	Mito.pathway	375
Tb927.7.850	hypothetical protein, conserved	ZUnknown	1005
Tb927.7.860	hypothetical protein, conserved	ZUnknown	3123
Tb927.7.870	hypothetical protein, conserved	ZUnknown	1092
Tb927.7.880	RBP25	RNA.binding	834
Tb927.7.890	FDXA Ferredoxin	Mito.pathway	537
Tb927.7.900	hypothetical protein, conserved	ZUnknown	1788
Tb927.7.910	hypothetical protein, conserved	Mito.pathway	2142
Tb927.7.920	IAD-5 inner arm dynein  heavy chain, clathrin-associated	Cytoskeleton	12339
Tb927.7.930	ZC3H17	RNA.binding	1233
Tb927.7.940	protein kinase C substrate protein, heavy chain, putative,glucosidase II beta subunit, putative	Protein.kinase	1446
Tb927.7.950	MLP mucoplipin-like protein. Transport of iron from lysosome to cytosol	Transporter	1485
Tb927.7.960	protein kinase, putative	Protein.kinase	2550
Tb927.7.970	NMD3 (rRNA processing)	rRNA.tRNA.process	1629
Tb927.7.980	hypothetical protein, conserved	ZUnknown	2877
Tb927.7.990	chaperone protein DNAj, putative	Chaperone	2337
Tb927.8.1000	hypothetical protein, conserved	ZUnknown	774
Tb927.8.1010	chaperone protein DNAj, putative	Chaperone	1473
Tb927.8.1020	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative	Glucose.glycerol	2109
Tb927.8.1030	chaperone protein DNAj, putative	Chaperone	882
Tb927.8.1040	protein phosphatase inhibitor, putative	ZUnknown	435
Tb927.8.1050	hypothetical protein, conserved, WD40 repeat	ZUnknown	7962
Tb927.8.1060	malonyl-CoA decarboxylase, mitochondrial precursor, putative	Prenylation	2226
Tb927.8.1070	hypothetical protein, conserved, no domains	ZUnknown	2655
Tb927.8.1080	Centrin2	Cell.cycle	591
Tb927.8.1090	NPAPL or ncPAP1	rRNA.tRNA.process	2241
Tb927.8.1100	protein kinase, putative	Protein.kinase	2658
Tb927.8.1120	hypothetical protein, conserved	ZUnknown	372
Tb927.8.1130	protein phosphatase with EF-Hand domains, putative	Protein.phosphatase	4293
Tb927.8.1140	hypothetical protein, conserved	ZUnknown	1056
Tb927.8.1150	KKT9 Kinetochore protein	Cell.cycle	1029
Tb927.8.1170	eIF3H	Translation	996
Tb927.8.1230	hypothetical protein, conserved	ZUnknown	552
Tb927.8.1240	electron transfer flavoprotein-ubiquinone oxidoreductase, putative	Mito.e.transport	1695
Tb927.8.1250	hypothetical protein, conserved, predicted GPI anchor	Membrane.protein	2412
Tb927.8.1260	Molybdopterin guanine dinucleotide synthesis protein B, putative	ZUnknown	3105
Tb927.8.1270	conserved protein	ZUnknown	1461
Tb927.8.1280	hypothetical protein, conserved	ZUnknown	4182
Tb927.8.1290	hypothetical protein, conserved, no domains, copurifies with ZC3H32	ZUnknown	3321
Tb927.8.1300	hypothetical protein, conserved	ZUnknown	2169
Tb927.8.1310	mitochondrial carrier protein, MCP15	Mito.transport	1005
Tb927.8.1320	hypothetical protein, conserved	ZUnknown	723
Tb927.8.1330	60S ribosomal protein L7a	Ribosome	831
Tb927.8.1350	hypothetical protein, conserved	ZUnknown	1089
Tb927.8.1360	Dynein heavy chain, N-terminal region 2, putative	ZUnknown	12675
Tb927.8.1370	hypothetical protein, conserved	ZUnknown	462
Tb927.8.1380	hypothetical protein, conserved	ZUnknown	1065
Tb927.8.1410	pre-rrna-processing protein tsr1 homolog	rRNA.tRNA.process	2334
Tb927.8.1420	acyl-CoA dehydrogenase, mitochondrial precursor, putative	Lipids	1560
Tb927.8.1430	Mitchondrial SSU ribosomal protein	Mito.translation	501
Tb927.8.1440	maoC-like dehydratase, putative	Enzyme	489
Tb927.8.1450	hypothetical protein, conserved	ZUnknown	1434
Tb927.8.1460	EamA-like transporter family, putative	ZUnknown	1224
Tb927.8.1470	POMP38	Mito.membrane	1737
Tb927.8.1480	RAVE protein 1 C terminal, putative	ZUnknown	7407
Tb927.8.1490	SDH succinate dehydrogenase (complex II) subunit, putative	Mito.e.transport	312
Tb927.8.1500	hypothetical protein, conserved, copurifies with MKT1	ZUnknown	1806
Tb927.8.1510	ATP-dependent DEAD/H RNA helicase,  putative Dbp3, ribosome biogenesis? Cis-spliced	rRNA.tRNA.process	3034
Tb927.8.1520	NUDIX hydrolase	Enzyme	1179
Tb927.8.1530	hypothetical protein, conserved	Signalling	1449
Tb927.8.1540	hypothetical protein, conserved	ZUnknown	2673
Tb927.8.1550	paraflagellar rod protein PFC3	Cytoskeleton	2337
Tb927.8.1560	hypothetical protein, conserved	ZUnknown	1851
Tb927.8.1570	Uncharacterised protein family (UPF0172), putative	ZUnknown	819
Tb927.8.1580	hypothetical protein, conserved	ZUnknown	834
Tb927.8.1590	TOM1, HECT ubiquitin-protein ligase involved in mRNA export from nucleus	Ubiquitin.proteasome	12915
Tb927.8.1600	lysyl-tRNA synthetase, putative	Translation.tRNA	1755
Tb927.8.1620	MSP-B, putative	Membrane.protein	1663
Tb927.8.1650	protein associated with differentiation 4, PAD4	Transporter	1776
Tb927.8.1670	NEK14 protein kinase	Protein.kinase	1779
Tb927.8.1680	KKT12 Kinetochore protein	Cell.cycle	603
Tb927.8.1690	serine/threonine-protein kinase, putative	Protein.kinase	1980
Tb927.8.1700	hypothetical protein, conserved	ZUnknown	2010
Tb927.8.1710	protein phosphatase 2A, regulatory subunit B, putative,phosphotyrosyl phosphate activator protein, putative	Protein.phosphatase	1215
Tb927.8.1720	Phosphatidylglycerophosphate synthase	Lipids	1848
Tb927.8.1730	hypothetical protein, conserved	ZUnknown	384
Tb927.8.1740	TIM62	Mito.biogenesis	1764
Tb927.8.1750	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis, putative	ZUnknown	375
Tb927.8.1760	hypothetical protein	ZUnknown	
Tb927.8.1770	hypothetical protein, conserved	Mito.pathway	1581
Tb927.8.1780	protein kinase, putative	Protein.kinase	2340
Tb927.8.1790	hypothetical protein, conserved	ZUnknown	471
Tb927.8.1800	Eukaryotic membrane protein family, putative	ZUnknown	1506
Tb927.8.1810	rhomboid-like protein	Protease	939
Tb927.8.1820	nonspecific lipid-transfer protein, putative,sterol carrier protein, putative	Lipids	1230
Tb927.8.1830	MTU1  tRNA thiolation	rRNA.tRNA.process	1674
Tb927.8.1840	Sec7 domain containing protein, putative	ZUnknown	6192
Tb927.8.1850	mitochondrial calcium uptake 1 MICU1	Mito.pathway	1233
Tb927.8.1860	pitrilysin-like metalloprotease	Protease	3093
Tb927.8.1870	Golgi/lysosome glycoprotein 1 (tGLP1)	Vesicular.transport	1851
Tb927.8.1880	Mitchondrial LSU ribosomal protein	Mito.translation	573
Tb927.8.1890	Complex III cytochrome c1, cytochrome b/c complex	Mito.e.transport	777
Tb927.8.1900	hypothetical protein, conserved	ZUnknown	1185
Tb927.8.1910	acetylornithine deacetylase, putative. metallo-peptidase, Clan MH, Family M18	Protease	1185
Tb927.8.1920	DOT1A	Chromatin	888
Tb927.8.1930	ISY1 component of PRP19 splicing complex, putative	RNA.processing	786
Tb927.8.1940	endosomal integral membrane protein, putative	Vesicular.transport	1887
Tb927.8.1950	hypothetical protein, conserved	ZUnknown	2133
Tb927.8.1960	NOT11	RNA.degradation	1305
Tb927.8.1970	hypothetical protein, conserved	ZUnknown	915
Tb927.8.1980	UTP15 C terminal, putative	ZUnknown	1434
Tb927.8.1990	mitochondrial peroxiredoxin (TRYP2)	Redox	681
Tb927.8.2000	cyclophilin, putative (NCP1) (in PUF7-TAP)	Chaperone	789
Tb927.8.2010	hypothetical protein, conserved	ZUnknown	561
Tb927.8.2020	agmatinase, putative	Amino.acids	996
Tb927.8.2030	hypothetical protein, conserved	ZUnknown	1266
Tb927.8.2040	Domain of unknown function (DUF1767), putative	ZUnknown	756
Tb927.8.2050	GDP-Man pyrophosphorylase	Glycans	1110
Tb927.8.2060	Concanavalin A-like lectin/glucanases superfamily/Beige/BEACH domain containing protein, putative	ZUnknown	8850
Tb927.8.2090	cyclophilin type peptidyl-prolyl cis-trans isomerase, copurifed with splicing complexes	RNA.processing	585
Tb927.8.2100	vacuolar ATP synthase 16 kDa proteolipid subunit, putative	Lysosome	498
Tb927.8.2110	Alpha/beta hydrolase family, putative	ZUnknown	1074
Tb927.8.2120	hypothetical protein, conserved	ZUnknown	1101
Tb927.8.2130	cyclic nucleotide-binding domain containing protein, putative	ZUnknown	1539
Tb927.8.2140	hypothetical protein, conserved	ZUnknown	699
Tb927.8.2150	hypothetical protein, conserved	ZUnknown	366
Tb927.8.2160	multidrug resistance protein A,p-glycoprotein (PGPA)	Transporter	4746
Tb927.8.2170	hypothetical protein, conserved	ZUnknown	315
Tb927.8.2180	hypothetical protein, conserved	ZUnknown	495
Tb927.8.2190	hypothetical protein, conserved	ZUnknown	570
Tb927.8.2200	terbinafine resistance locus protein (yip1), putative	ZUnknown	570
Tb927.8.2210	pteridine reductase (PTR1)	Folate	807
Tb927.8.2220	hypothetical protein, conserved	ZUnknown	4488
Tb927.8.2230	Checkpoint protein HUS1, putative (hus1)	ZUnknown	1023
Tb927.8.2240	tryptophanyl-tRNA synthetase, putative	Translation.tRNA	1422
Tb927.8.2290	hypothetical protein, conserved	ZUnknown	660
Tb927.8.2300	hypothetical protein, conserved, no known domains	ZUnknown	666
Tb927.8.2310	(H )-ATPase G subunit, putative	Lysosome	330
Tb927.8.2320	hypothetical protein	ZUnknown	
Tb927.8.2330	hypothetical protein, conserved	ZUnknown	705
Tb927.8.2340	hypothetical protein, conserved	ZUnknown	354
Tb927.8.2350	hypothetical protein, conserved	ZUnknown	1080
Tb927.8.2360	hypothetical protein, conserved	ZUnknown	561
Tb927.8.2370	DCL1	RNA.degradation	4947
Tb927.8.2380	ABC transporter, putative	Transporter	3477
Tb927.8.2390	hypothetical protein, conserved	ZUnknown	4398
Tb927.8.2400	hypothetical protein, conserved	ZUnknown	786
Tb927.8.2410	amidase, putative	Protease	714
Tb927.8.2420	hypothetical protein, conserved	ZUnknown	918
Tb927.8.2430	hypothetical protein, conserved, resemblance to myosin	ZUnknown	3540
Tb927.8.2440	hypothetical protein, conserved	ZUnknown	606
Tb927.8.2450	AMPK beta subunit	Protein.kinase	933
Tb927.8.2460	hypothetical protein, conserved	ZUnknown	855
Tb927.8.2470	hypothetical protein, conserved	Mito.pathway	285
Tb927.8.2480	3-oxo-5-alpha-steroid 4-dehydrogenase-like, putative	Sterols	1008
Tb927.8.2490	SET domain containing protein, putative	ZUnknown	933
Tb927.8.2500	ribosomal RNA methyltransferase, putative	rRNA.tRNA.process	768
Tb927.8.2510	hypothetical protein, conserved	ZUnknown	729
Tb927.8.2520	Acetyl-CoA synthetase	Glucose.glycerol	2022
Tb927.8.2530	NADH-ubiquinone oxidoreductase complex I subunit, putative	Mito.pathway	345
Tb927.8.2540	Acetyl-CoA acetyltransferase	Lipids	1317
Tb927.8.2550	mitochondrial DNA primase (PRI1)	Mito.DNA	1890
Tb927.8.2560	spliceosomal U5 snRNP-specific U5-15K protein, putative	RNA.processing	468
Tb927.8.2570	hypothetical protein, conserved	ZUnknown	1302
Tb927.8.2580	exocyst complex component Sec10, putative	ZUnknown	3297
Tb927.8.2590	hypothetical protein, conserved	ZUnknown	1638
Tb927.8.2600	WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative	ZUnknown	1941
Tb927.8.2610	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase, putative	Folate	2346
Tb927.8.2620	hypothetical protein, conserved	ZUnknown	2505
Tb927.8.2630	Kinesin KIN-C. Trypanosome-specific kinesin family 2	Cytoskeleton	2253
Tb927.8.2640	ubiquitin-activating enzyme e1, putative (UBA1)	Ubiquitin.proteasome	3168
Tb927.8.2650	metallo-beta-lactamase-like protein, putative	Enzyme	1062
Tb927.8.2660	Galactose oxidase, central domain containing protein, putative	ZUnknown	5760
Tb927.8.2670	Putative S-adenosyl-L-methionine-dependent methyltransferase, putative	Mito.pathway	1287
Tb927.8.2680	hypothetical protein, conserved	ZUnknown	1962
Tb927.8.2690	SET domain containing protein, putative	ZUnknown	1110
Tb927.8.2700	hypothetical protein, conserved	ZUnknown	720
Tb927.8.2710	SET domain containing protein, putative	ZUnknown	2142
Tb927.8.2720	Putative serine esterase (DUF676), putative	ZUnknown	1242
Tb927.8.2730	hypothetical protein, conserved	ZUnknown	1149
Tb927.8.2740	mitochondrial RNA binding protein (TbRBP38)	Mito.RNA	1017
Tb927.8.2750	hypothetical protein, conserved	ZUnknown	1335
Tb927.8.2760	Mitchondrial LSU ribosomal protein	Mito.translation	1434
Tb927.8.2770	IP3 inositol trisphosphate receptor.	Signalling	9300
Tb927.8.2780	RBP10	RNA.binding	921
Tb927.8.2800	hypothetical protein, conserved	ZUnknown	1098
Tb927.8.2810	XRNC	RNA.degradation	2607
Tb927.8.2830	hypothetical protein, conserved	ZUnknown	714
Tb927.8.2840	hypothetical protein, conserved	ZUnknown	1413
Tb927.8.2850	PARN-1	RNA.degradation	1761
Tb927.8.2860	hypothetical protein, conserved, t-snare motif	Vesicular.transport	2697
Tb927.8.2870	conserved protein	ZUnknown	2247
Tb927.8.2880	hypothetical protein, conserved	Mito.pathway	3396
Tb927.8.2890	hypothetical protein, conserved	ZUnknown	1269
Tb927.8.2950	hypothetical protein, conserved	ZUnknown	1470
Tb927.8.2960	Probable methyltransferase BTM2 homolog	Enzyme	1665
Tb927.8.2970	hypothetical protein, conserved	ZUnknown	915
Tb927.8.2980	Bis(5'-adenosyl)-triphosphatase, putative	Nucleotides	1251
Tb927.8.2990	5-formyltetrahydrofolate cyclo-ligase family, putative	ZUnknown	963
Tb927.8.3000	hypothetical protein, conserved	ZUnknown	1533
Tb927.8.3010	bilobe protein, conserved	ZUnknown	2214
Tb927.8.3020	hypothetical protein, conserved	ZUnknown	1812
Tb927.8.3030	hypothetical protein	ZUnknown	
Tb927.8.3040	hypothetical protein, conserved	ZUnknown	609
Tb927.8.3050	Chitobiase/beta-hexosaminidase C-terminal domain containing protein, putative	ZUnknown	1704
Tb927.8.3060	cytosolic leucyl aminopeptidase, putative,metallo-peptidase, Clan MF, Family M17	Protease	2016
Tb927.8.3070	hypothetical protein, conserved	ZUnknown	438
Tb927.8.3080	hypothetical protein, conserved	ZUnknown	3915
Tb927.8.3090	hypothetical protein, conserved	Mito.pathway	408
Tb927.8.3100	coronin (CRN12)	Cytoskeleton	1500
Tb927.8.3110	Mitchondrial SSU ribosomal protein S9/S16	Mito.translation	1332
Tb927.8.3120	Uncharacterised protein family UPF0546, putative	ZUnknown	363
Tb927.8.3130	S-adenosyl-methyltransferase mraW-like protein, putative	Amino.acids	1425
Tb927.8.3140	NAD dependent deacetylase, putative, SIR2RP2	Mito.pathway	921
Tb927.8.3150	Tric complex gamma subunit (TCP-1-gamma)	Chaperone	1671
Tb927.8.3160	hypothetical protein, conserved	ZUnknown	513
Tb927.8.3170	Mitchondrial LSU ribosomal protein	Mito.translation	2391
Tb927.8.3180	Protein of unknown function (DUF3250), putative	ZUnknown	3471
Tb927.8.3190	hypothetical protein, conserved	ZUnknown	945
